,region,state,newCases,accumCases,newDeaths,accumDeaths,date,mortality
2679,Centro-Oeste,DF,30,746,0,20,2020-04-17,0.0268096514745308
2680,Centro-Oeste,DF,16,762,4,24,2020-04-18,0.031496062992126
2681,Centro-Oeste,DF,65,827,0,24,2020-04-19,0.0290205562273277
2682,Centro-Oeste,DF,45,872,0,24,2020-04-20,0.0275229357798165
2683,Centro-Oeste,DF,9,881,0,24,2020-04-21,0.0272417707150965
2684,Centro-Oeste,DF,65,946,1,25,2020-04-22,0.0264270613107822
2685,Centro-Oeste,DF,17,963,0,25,2020-04-23,0.0259605399792316
2686,Centro-Oeste,DF,26,989,1,26,2020-04-24,0.0262891809908999
2687,Centro-Oeste,DF,24,1013,0,26,2020-04-25,0.0256663376110563
2688,Centro-Oeste,DF,53,1066,1,27,2020-04-26,0.025328330206379
2689,Centro-Oeste,DF,80,1146,0,27,2020-04-27,0.0235602094240838
2690,Centro-Oeste,DF,67,1213,1,28,2020-04-28,0.023083264633141
2691,Centro-Oeste,DF,62,1275,0,28,2020-04-29,0.0219607843137255
2692,Centro-Oeste,DF,81,1356,2,30,2020-04-30,0.0221238938053097
2693,Centro-Oeste,DF,110,1466,0,30,2020-05-01,0.0204638472032742
2694,Centro-Oeste,DF,100,1566,1,31,2020-05-02,0.0197956577266922
2695,Centro-Oeste,DF,83,1649,2,33,2020-05-03,0.0200121285627653
2696,Centro-Oeste,DF,119,1768,0,33,2020-05-04,0.0186651583710407
2697,Centro-Oeste,DF,50,1818,0,33,2020-05-05,0.0181518151815182
2698,Centro-Oeste,DF,88,1906,1,34,2020-05-06,0.0178384050367261
2699,Centro-Oeste,DF,352,2258,1,35,2020-05-07,0.0155004428697963
2700,Centro-Oeste,DF,184,2442,2,37,2020-05-08,0.0151515151515152
2701,Centro-Oeste,DF,134,2576,2,39,2020-05-09,0.015139751552795
2702,Centro-Oeste,DF,106,2682,3,42,2020-05-10,0.0156599552572707
2703,Centro-Oeste,DF,101,2783,2,44,2020-05-11,0.0158102766798419
2704,Centro-Oeste,DF,196,2979,2,46,2020-05-12,0.0154414232964082
2705,Centro-Oeste,DF,213,3192,2,48,2020-05-13,0.0150375939849624
2706,Centro-Oeste,DF,224,3416,3,51,2020-05-14,0.0149297423887588
2707,Centro-Oeste,DF,371,3787,4,55,2020-05-15,0.0145233694217058
2708,Centro-Oeste,DF,353,4140,1,56,2020-05-16,0.0135265700483092
2709,Centro-Oeste,DF,228,4368,3,59,2020-05-17,0.013507326007326
2710,Centro-Oeste,DF,251,4619,7,66,2020-05-18,0.0142888071011041
2711,Centro-Oeste,DF,234,4853,6,72,2020-05-19,0.0148361838038327
2712,Centro-Oeste,DF,308,5161,5,77,2020-05-20,0.014919589226894
2713,Centro-Oeste,DF,381,5542,7,84,2020-05-21,0.0151569830386142
2714,Centro-Oeste,DF,406,5948,6,90,2020-05-22,0.0151311365164761
2715,Centro-Oeste,DF,303,6251,5,95,2020-05-23,0.0151975683890578
2716,Centro-Oeste,DF,387,6638,9,104,2020-05-24,0.0156673696896656
2717,Centro-Oeste,DF,292,6930,10,114,2020-05-25,0.0164502164502165
2718,Centro-Oeste,DF,280,7210,10,124,2020-05-26,0.0171983356449376
2719,Centro-Oeste,DF,551,7761,9,133,2020-05-27,0.0171369668857106
2720,Centro-Oeste,DF,539,8300,9,142,2020-05-28,0.0171084337349398
2721,Centro-Oeste,DF,422,8722,12,154,2020-05-29,0.0176565008025682
2722,Centro-Oeste,DF,752,9474,8,162,2020-05-30,0.0170994300189994
2723,Centro-Oeste,DF,306,9780,8,170,2020-05-31,0.0173824130879346
2724,Centro-Oeste,DF,730,10510,1,171,2020-06-01,0.0162702188392008
2725,Centro-Oeste,DF,746,11256,6,177,2020-06-02,0.0157249466950959
2726,Centro-Oeste,DF,764,12020,14,191,2020-06-03,0.0158901830282862
2727,Centro-Oeste,DF,903,12923,5,196,2020-06-04,0.0151667569449818
